ID1,ID2,Similarity
25,356,0.5333333333333333
54,247,0.325
55,248,0.8583333333333333
63,255,0.5
64,256,0.4083333333333333
120,167,0.525
314,364,0.7166666666666667
1855,2186,0.5833333333333334
1884,2077,0.39166666666666666
1885,2078,0.6583333333333333
1893,2085,0.4083333333333333
1894,2086,0.5666666666666667
1895,2087,0.35833333333333334
2144,2194,0.5
3685,4016,0.5
3690,3833,0.4083333333333333
3714,3907,0.4083333333333333
3715,3908,0.43333333333333335
3725,3917,0.375
3780,3827,0.7666666666666667
3974,4024,0.6583333333333333
5515,5846,0.375
5545,5738,0.425
5553,5745,0.5666666666666667
5554,5746,0.325
5555,5747,0.375
5610,5657,0.4166666666666667
5804,5854,0.5583333333333333
7345,7676,0.45
7350,7493,0.6916666666666667
7374,7567,0.3333333333333333
7383,7575,0.49166666666666664
7384,7576,0.4583333333333333
7440,7487,0.48333333333333334
7634,7684,0.4166666666666667
9175,9506,0.6083333333333333
9182,18332,0.875
9205,9398,0.38333333333333336
9214,9406,0.55
9270,9317,0.35833333333333334
9464,9514,0.5166666666666667
11005,11336,0.7166666666666667
11010,11153,0.31666666666666665
11035,11228,0.49166666666666664
11043,11235,0.3
11044,11236,0.625
11045,11237,0.44166666666666665
11100,11147,1.0
11294,11344,0.6083333333333333
12835,13166,0.5666666666666667
12864,13057,0.425
12873,13065,0.55
12874,13066,0.4583333333333333
12930,12977,0.7916666666666666
13124,13174,0.6083333333333333
14665,14996,0.36666666666666664
14694,14887,0.6583333333333333
14695,14888,0.5833333333333334
14703,14895,0.3333333333333333
14704,14896,0.525
14760,14807,0.44166666666666665
14954,15004,0.5666666666666667
16495,16826,0.625
16524,16717,0.55
16525,16718,0.4166666666666667
16533,16725,0.35
16590,16637,0.325
16784,16834,0.75
18325,18656,0.6
18354,18547,0.425
18355,18548,0.3416666666666667
18363,18555,0.48333333333333334
18364,18556,0.31666666666666665
18365,18557,0.48333333333333334
18420,18467,0.48333333333333334
18444,18636,0.4
18614,18664,0.48333333333333334
20155,20486,0.5916666666666667
20184,20377,0.5666666666666667
20185,20378,0.48333333333333334
20193,20385,0.35833333333333334
20250,20297,0.5583333333333333
20444,20494,0.5833333333333334
